n_models,mean_iptm,median_iptm,mean_ptm,median_ptm,mean_contacts,median_contacts,mean_ad,median_ad,mean_eg_opp,median_eg_opp,mean_eg_same,median_eg_same
18,0.8161111111111112,0.81,0.8372222222222222,0.84,46.0,46.0,22.0,22.0,3.0,3.0,5.0,5.0
